pipeline_name,auto_schedule,cron,testbed_name,min_worker,max_worker,image_url,mgmt_branch,scripts,scripts_exclude,features,features_exclude,common_extra_params,specific_param,max_run_test_minutes,affinity
"arista.7050cx3.dualtor-56.202311.str",True,"0 2 * * 0,1,2,3,5","vms24-dual-t0-7050-2,vms21-dual-t0-7050-3",1,2,"$(IMAGE_BRCM_ABOOT_202311)","internal-202311","","arp/test_wr_arp.py,platform_tests/test_cont_warm_reboot.py,platform_tests/test_advanced_reboot.py","","pfc_asym,span,sub_port_interfaces,snappi,wan_test,metadata-scripts,mpls,mx,console,ixai,macsec,mclag,voq","--topology t0,any,dualtor --py_saithrift_url=$(SAITHRIFT_BRCM_202311)","",1800,""
