Release,RunType,Feature,TestCaseID,FunctionName
Arlo+,daily,Regression,FtOtSoRtBgpPlFn004,TestBGPRif.test_ft_bgp_v6_dyn_nbr
Arlo+,daily,Regression,FtOtSoRtBgpPlFn006,TestBGPRif.test_ft_bgp_v6_link_local_bgp
Arlo+,daily,Regression,FtOtSoRtBgp4Fn001,TestBGPRif.test_ft_bgp_ipv4_no_route_aggregation_for_exact_prefix_match
Arlo+,daily,Regression,FtOtSoRtBgp4Fn002,TestBGPRif.test_ft_bgp_ipv4_route_aggregation_atomic_aggregate_without_as_set
Arlo+,daily,Regression,FtOtSoRtBgp4Fn019,TestBGPRif.test_ft_bgp_v4_max_dyn_nbr
Arlo+,daily,Regression,FtOtSoRtBgp4Fn049,TestBGPRif.test_ft_bgp_peer_traffic_check
Arlo+,daily,Regression,FtOtSoRtBgp4Fn060,TestBGPRif.test_ft_bgp_v4_dyn_nbr
Arlo+,daily,Regression,FtOtSoRtBgp4Fn063,TestBGPRif.test_ft_bgp_graceful_restart_and_aware_routers
Arlo+,daily,Regression,FtOtSoRtBgp4Fn078,TestBGPRif.test_ft_bgp_rmap
Arlo+,daily,Regression,FtOtSoRtBgp4Fn088,TestBGPRif.test_ft_bgp_rmap_out
Arlo+,daily,Regression,ft_bgp_v6peer_route_redist_static_conn,TestBGPIPvxRouteAdvertisementFilter.test_redistribute_connected_ipv6
Arlo+,daily,Regression,FtOtSoRtBgpPlFn007,TestBGPIPvxRouteAdvertisementFilter.test_filter_list_in_ipv6
Arlo+,daily,Regression,FtOtSoRtBgpPlFn012,TestBGPIPvxRouteAdvertisementFilter.test_distribute_list_in_ipv6
Arlo+,daily,Regression,FtOtSoRtBgpPlFn014,TestBGPIPvxRouteAdvertisementFilter.test_distribute_list_in_ipv6
Arlo+,daily,Regression,FtOtSoRtBgpPlFn016,TestBGPIPvxRouteAdvertisementFilter.test_prefix_list_out_ipv6
Arlo+,daily,Regression,FtOtSoRtBgpPlFn018,TestBGPIPvxRouteAdvertisementFilter.test_filter_list_out_ipv6
Arlo+,daily,Regression,FtOtSoRtBgp4Fn018,TestBGPIPvxRouteAdvertisementFilter.test_distribute_list_in_ipv4
Arlo+,daily,Regression,FtOtSoRtBgp4Fn027,TestBGPIPvxRouteAdvertisementFilter.test_route_map_in_ipv4
Arlo+,daily,Regression,FtOtSoRtBgp4Fn032,TestBGPIPvxRouteAdvertisementFilter.test_default_originate_ipv4
Arlo+,daily,Regression,FtOtSoRtBgp4Fn033,TestBGPIPvxRouteAdvertisementFilter.test_redistribute_static_ipv4
Arlo+,daily,Regression,FtOtSoRtBgp4Fn034,TestBGPIPvxRouteAdvertisementFilter.test_redistribute_connected_ipv4
Arlo+,daily,Regression,FtOtSoRtBgp4Fn036,TestBGPIPvxRouteAdvertisementFilter.test_prefix_list_out_ipv4
Arlo+,daily,Regression,FtOtSoRtBgp4Fn039,TestBGPIPvxRouteAdvertisementFilter.test_filter_list_in_ipv4
Arlo+,daily,Regression,FtOtSoRtBgp4Fn077,TestBGPIPvxRouteAdvertisementFilter.test_filter_list_in_ipv4
Arlo+,long,Regression,ft_bgp_v6peer_asn4_cfg_fast_reboot,test_ft_bgp_fast_reboot
Arlo+,long,Regression,ft_bgp_v6peer_asn4_save_reboot,test_ft_bgp_save_reboot
Arlo+,long,Regression,ft_bgp_v4peer_asn4_cfg_fast_reboot,test_ft_bgp_fast_reboot
Arlo+,long,Regression,ft_bgp_v4peer_asn4_save_reboot,test_ft_bgp_save_reboot
Arlo+,long,Regression,tacacs_save_config,test_ft_security_config_mgmt_verifying_config_with_save_reboot
Arlo+,long,Regression,FtOpSoSyCmFn003,test_ft_system_config_mgmt_verifying_config_with_save_reboot
Arlo+,long,Regression,ft_system_hardreboot_nounwantedlogs,test_ft_sytem_bootup_logging_debug
Arlo+,long,Regression,ft_system_boxservices_clearconfig,test_ft_sys_soft_reboot_multiple_iter
Arlo+,long,Regression,ft_system_repetitive_power_OFF_ON,test_ft_sys_hard_reboot_multiple_iter
Arlo+,long,Regression,ft_system_system_hard_softreboot,test_ft_sys_hard_reboot_multiple_iter
Arlo+,long,Regression,ft_system_savereload,test_ft_sys_soft_reboot_multiple_iter
Arlo+,daily,Regression,FtOtSoRtBgp4Fn025,TestBGPRif.test_ft_bgp_peer_traffic_check
Arlo+,daily,Regression,FtOpSoSyErspanFn015,test_ft_erspan_basic_functionality
Arlo+,daily,Regression,FtOpSoSyErspanFn011,test_ft_erspan_basic_functionality
Arlo+,daily,Regression,FtOpSoSwlldpFn004,test_ft_lldp_non_default_config
Arlo+,daily,Regression,FtOpSoSwlldpFn008,test_ft_lldp_non_default_config
Arlo+,daily,Regression,FtOpSoSwlldpFn009,test_ft_lldp_non_default_config
Arlo+,daily,Regression,FtOpSoSwlldpFn010,test_ft_lldp_non_default_config
Arlo+,daily,Regression,FtOpSoSwlldpFn011,test_ft_lldp_non_default_config
Arlo+,daily,Regression,FtOpSoSyErspanFn019,test_ft_erspan_basic_functionality
Arlo+,daily,Regression,FtOpSoQosAclFn136,test_ft_acl_ingress_ipv4
Arlo+,daily,Regression,ft_bgp_v6_as_path_acl,TestBGPIPvxRouteAdvertisementFilter.test_distribute_list_in_ipv6
Arlo+,daily,Regression,FtOtSoRtBgp4Fn014,TestBGPIPvxRouteAdvertisementFilter.test_bgp_ebgp4_nbr_update_source
Arlo+,daily,Regression,FtOtSoRtBgp4Fn015,TestBGPIPvxRouteAdvertisementFilter.test_bgp_ebgp4_nbr_authentication
Arlo+,daily,Regression,FtOtSoRtBgp4Fn016,TestBGPIPvxRouteAdvertisementFilter.test_bgp_route_map_with_community
Arlo+,daily,Regression,FtOpSoRtIpv4Fn003,test_l3_v4_route_po_1
Arlo+,daily,Regression,FtOpSoRtIpv6Fn003,test_l3_v6_route_po_1
Arlo+,daily,Regression,FtOtSoRtBgpPlFn038,TestBGPIPvxRouteAdvertisementFilter.test_route_map_in_ipv6
Arlo+,daily,Regression,FtOpSoSyErspanFn018,test_ft_erspan_action_ethertype_dscp_tcp_flags_l4range
Arlo+,long,Regression,FtOpSoSyErspanCm001,test_ft_system_config_mgmt_verifying_config_with_save_reboot
Arlo+,long,Regression,FtOpSoSyErspanCm002,test_ft_system_config_mgmt_verifying_config_with_save_reboot
Arlo+,long,Regression,FtOpSoSyErspanCm003,test_ft_system_config_mgmt_verifying_config_with_save_reboot
Arlo+,daily,Regression,FtOpSoQsCoPPFn002,test_ft_copp_bgp
Arlo+,daily,Regression,FtOpSoQsCoPPFn003,test_ft_copp_lldp
Arlo+,daily,Regression,FtOpSoQsCoPPFn005,test_ft_copp_lacp
Arlo+,daily,Regression,FtOpSoQsCoPPFn006,test_ft_copp_dhcp
Arlo+,daily,Regression,FtOpSoQsCoPPFn004,test_copp_ndp
Arlo+,daily,Regression,ft_bgp_outbound_routefilter,TestBGPIPvxRouteAdvertisementFilter.test_prefix_list_out_ipv4
Arlo+,daily,Regression,FtOtSoRtBgpPlFn005,TestBGPIPvxRouteAdvertisementFilter.test_static_blackhole_rt_redistribute_with_routemap_ipv6
Arlo+,long,Regression,ft_bgp_v6peer_asn4_cfg_save_reload,test_ft_bgp_save_reboot
Arlo+,long,Regression,ft_bgp_v4peer_asn4_cfg_save_reload,test_ft_bgp_save_reboot
Arlo+,daily,Regression,FtOtSoRtBgp4Fn008,TestBGP_LINEAR_EBGP_IBGP.test_bgp_linear_ebgp_ibgp_route_advanced
Arlo+,daily,Regression,FtOtSoRtBgp4Fn013,TestBGP_LINEAR_EBGP_IBGP.test_bgp_linear_ebgp_ibgp_route_advanced
Arlo+,daily,Regression,FtOtSoRtBgp4Fn029,TestBGP_LINEAR_EBGP_IBGP.test_bgp_linear_ebgp_ibgp_route_advanced
Arlo+,daily,Regression,FtOtSoRtBgp4Fn076,TestBGP_LINEAR_EBGP_IBGP.test_bgp_linear_ebgp_ibgp_route_advanced
Arlo+,long,Regression,FtOpSoSysFRFn004,test_ft_system_verify_traffic_fast_reboot
Arlo+,daily,Regression,FtOpSoQsCoPPFn001,test_ft_copp_arp
Arlo+,daily,Regression,FtOtSoRtArpFn011,test_ft_lag_l3_hash_sip_dip_l4port
Arlo+,daily,Regression,FtOtSoRtBgp4Fn028,TestBGP_LINEAR_EBGP_IBGP.test_bgp_linear_ebgp_ibgp_route_advanced
Arlo+,daily,Regression,FtOtSoRtBgp4Fn043,TestBGP_LINEAR_EBGP_IBGP.test_bgp_linear_ebgp_ibgp_route_advanced
Arlo+,daily,Regression,FtOtSoRtBgp4Fn074,TestBGP_LINEAR_EBGP_IBGP.test_bgp_linear_ebgp_ibgp_route_advanced
Arlo+,daily,Regression,FtOtSoRtBgp4Fn061,TestBGPRif.test_bgp_route_aggregation_4byteASN
Arlo+,long,Regression,FtOpSoRtStRtFn014,test_ft_arp_static_route_config_mgmt_verifying_config_with_save_reboot
Arlo+,long,Regression,ft_test_arp_after_fast_reboot,test_ft_arp_static_route_config_mgmt_verifying_config_with_save_fast_reboot
Arlo+,long,Regression,FtOpSoRtStRtFn015,test_ft_arp_static_route_config_mgmt_verifying_config_with_save_fast_reboot
Arlo+,daily,Regression,FtOtSoRtBgpPlFn029,TestBGP_LINEAR_EBGP_IBGP.test_bgp_linear_ebgp_ibgp_route_advanced
Arlo+,daily,Regression,FtOtSoRtBgpPlFn013,TestBGP_LINEAR_EBGP_IBGP.test_bgp_linear_ebgp_ibgp_route_advanced
Arlo+,daily,Regression,FtOtSoRtEcmpFn008,test_max_v6_route_with_max_paths
Arlo+,daily,Regression,FtOtSoRtEcmpFn009,test_max_v4_route_with_max_paths
Arlo+,daily,Regression,FtOtSoRtBgpPlFn019,TestBGP_LINEAR_EBGP.test_bgp_sp_three_node_linear_ebgp_med_rmap
Arlo+,daily,Regression,FtOtSoRtBgpPlFn022,TestBGP_STAR_IBGP.test_bgp_sp_star_ibgp_route_reflector_ipv46
Arlo+,daily,Regression,FtOtSoRtBgp4Fn010,TestBGP_LINEAR_EBGP.test_bgp_sp_three_node_linear_ebgp_med_rmap
Arlo+,daily,Regression,FtOtSoRtBgp4Fn047,TestBGP_LINEAR_IBGP.test_bgp_sp_four_node_bgp_cluster_route
Arlo+,daily,Regression,FtOtSoRtBgp4Fn048,TestBGP_STAR_IBGP.test_bgp_sp_star_ibgp_route_reflector_bgp_sess_flap
Arlo+,daily,Regression,FtOtSoRtBgp4Fn082,TestBGP_STAR_IBGP.test_bgp_sp_star_ibgp_route_reflector_ipv46
Arlo+,daily,Regression,FtOtSoRtBgp4Fn083,TestBGP_STAR_IBGP.test_bgp_sp_star_ibgp_route_reflector_bgp_clear
Arlo+,daily,Regression,FtOpSoSySnFn014,test_ft_snmp_ipcidr_route_table
Arlo+,daily,Regression,ft_bgp_v4peer_confed_route_maps,TestBGPRif.test_ft_bgp_ebgp_confed
Arlo+,daily,Regression,FtOtSoRtBgpPlFn002,TestBGPIPvxRouteAdvertisementFilter.test_route_aggregate_ipv6
Arlo+,daily,Regression,FtOtSoRtBgpPlFn023,TestBGP_LINEAR_IBGP.test_bgp_sp_four_node_bgp_cluster_route
Arlo+,daily,Regression,ft_bgp_confedv6_config_adv,TestBGPConfed.test_ipv6_confed_route_distribution
Arlo+,daily,Regression,ft_bgp_confedv6_route_maps_filter,TestBGPConfed.test_confed_route_distribution_with_rmap
Arlo+,daily,Regression,ft_bgp_confedv6_route_reflector,TestBGPConfed.test_ipv6_confed_with_rr
Arlo+,daily,Regression,FtOtSoRtBgpPlFn001,TestBGPRif.test_ft_bgp_ipv6_route_aggregation_with_as_set
Arlo+,daily,Regression,FtOtSoRtBgpPlFn028,TestBGPIPvxRouteAdvertisementFilter.test_bgp_ebgp6_traffic
Arlo+,daily,Regression,FtOtSoRtBgp4Fn057,test_ft_bgp_ebgp_multihop_4byteASN
Arlo+,daily,Regression,FtOtSoRtBgpPlFn025,TestBGPRrTraffic.test_ft_bgp6_rr_traffic_check
Buzznik,buzznik,Regression,FtOpSoSwLagFn045,test_ft_portchannel_interface_after_save_reload
Buzznik,buzznik,Regression,ipv4_intf_order,test_ft_verify_interfaces_order
Buzznik,buzznik,Regression,ipv6_intf_order,test_ft_verify_interfaces_order
Buzznik,buzznik,Regression,FtOpSoSysFRFn009,test_ft_system_verify_traffic_during_fast_reboot
Buzznik,buzznik,Regression,FtOpSoSysFRFn010,test_ft_system_verify_traffic_through_port_channel_during_fast_reboot
Buzznik,buzznik,Regression,FtOpSoSysPoFn010,test_ft_ovr_counters
Arlo+,daily,Regression,ft_verify_acl_conf_rest,test_acl_rest
Arlo+,daily,Regression,ft_eg_acl_conf_rest,test_acl_rest
Arlo+,daily,Regression,ft_verify_acl_conf_gNMI,test_ft_acl_gnmi
Arlo+,daily,Regression,ft_port_frame_fwd_diff_mtu_klish,test_ft_port_frame_fwd_diff_mtu_klish
Arlo+,daily,Regression,ft_port_mtu_change_verify_klish,test_ft_port_frame_fwd_diff_mtu_klish
Arlo+,daily,Regression,ft_specific_port_shutdown_klish,test_ft_port_frame_fwd_diff_mtu_klish
Arlo+,daily,Regression,ft_port_traffic_fn_klish,test_ft_port_frame_fwd_diff_mtu_klish
Arlo+,daily,Regression,ft_port_config_mtu_klish,test_ft_port_frame_fwd_diff_mtu_klish
Arlo+,daily,Regression,ft_port_check_klish,test_ft_port_frame_fwd_diff_mtu_klish
Arlo+,daily,Regression,FtOpSoSyInIpFn002_klish,test_ft_port_fn_verify_shut_noshut_klish
Arlo+,daily,Regression,ft_add_unknownvlan_interface_klish,test_ft_add_unknownvlan_interface_klish
Arlo+,daily,Regression,ft_vlan_delete_with_member_klish,test_ft_vlan_delete_with_member_klish
Arlo+,daily,Regression,ft_show_vlan_brief_klish,test_ft_vlan_trunk_tagged_klish
Arlo+,daily,Regression,ft_vlan_trunk_tagged_klish,test_ft_vlan_trunk_tagged_klish
Arlo+,daily,Regression,ft_lag_member_remove_add_klish,test_ft_portchannel_behavior_with_tagged_traffic_klish
Arlo+,daily,Regression,ft_lag_withone_member_klish,test_ft_portchannel_behavior_with_tagged_traffic_klish
Arlo+,daily,Regression,ft_portchannel_del_members_klish,test_ft_portchannel_behavior_with_tagged_traffic_klish
Arlo+,daily,Regression,portchannel_status_when_all_members_are_shutdown_klish,test_ft_portchannel_behavior_with_tagged_traffic_klish
Arlo+,daily,Regression,shutdown_on_portchannel_member_klish,test_ft_portchannel_behavior_with_tagged_traffic_klish
Arlo+,daily,Regression,FtOpSoSwVlFn010_klish,test_ft_untagged_traffic_on_portchannel_klish
Arlo+,daily,Regression,FtOpSoSwLagFn010_klish,test_ft_member_state_after_interchanged_the_members_across_portchannels_klish
Arlo+,daily,Regression,fallback_mode_on_portchannel_klish,test_ft_portchannel_fallback_traffic_klish
Arlo+,daily,Regression,traffic_on_portchannel_up_with_fallback_klish,test_ft_portchannel_fallback_traffic_klish
Arlo+,daily,Regression,po_ft_lag_down_when_not_created_in_another_DUT_klish,test_ft_portchannel_fallback_traffic_klish
Arlo+,daily,Regression,ft_bgp_sonic_config_commands_set_2_test_v4,test_ft_bgp_ipv4_klish
Arlo+,daily,Regression,ft_bgp_sonic_config_commands_set_2_test_v6,test_ft_bgp_ipv6_klish
Arlo+,daily,Regression,FtOpSoRtPerfFn053,test_ft_l3_performance_enhancements_v4_route_intstall_withdraw
Arlo+,daily,Regression,FtOpSoRtPerfFn052,test_ft_l3_performance_enhancements_v4_route_intstall_withdraw
Arlo+,daily,Regression,FtOpSoRtPerfFn054,test_cli_validation_ip_address
Arlo+,daily,Regression,FtOpSoRtPerfFn055,test_cli_validation_ip_address
Arlo+,daily,Regression,FtOpSoRtPerfFn056,test_cli_validation_bgp_router_config
Arlo+,daily,Regression,FtOpSoRtPerfFn057,test_cli_validation_bgp_router_config
Arlo+,daily,Regression,ft_lag_l3_hash_sip_dip_l4port_klish,test_ft_lag_l3_hash_sip_dip_l4port_klish
Arlo+,daily,Regression,FtOpSoSwLagFn005_klish,test_ft_lag_l3_hash_sip_dip_l4port_klish
Arlo+,daily,Regression,FtOtSoRtArpFn011_klish,test_ft_lag_l3_hash_sip_dip_l4port_klish
