Release,RunType,Feature,TestCaseID,FunctionName
Arlo+,daily,BST,ft_tf_queue_thre_conf_unicast,test_ft_tf_queue_thre_con_unicast
Arlo+,daily,BST,ft_tf_ucast_queue_thre_breach_event,test_ft_tf_queue_thre_con_unicast
Arlo+,daily,BST,ft_tf_queue_unicast_thre_breach_event_cleared,test_ft_tf_queue_thre_con_unicast
Arlo+,daily,BST,ft_tf_ucast_queue_thre_clear,test_ft_tf_queue_thre_con_unicast
Arlo+,daily,BST,ft_tf_queue_thre_conf_multicast,test_ft_tf_queue_thre_con_multicast
Arlo+,daily,BST,ft_tf_mcast_queue_thre_breach_event,test_ft_tf_queue_thre_con_multicast
Arlo+,daily,BST,ft_tf_queue_multicast_thre_breach_event_cleared,test_ft_tf_queue_thre_con_multicast
Arlo+,daily,BST,ft_tf_mcast_queue_thre_clear,test_ft_tf_queue_thre_con_multicast
Arlo+,daily,BST,ft_tf_clear_config,test_ft_tf_pg_thre_con_shared
Arlo+,daily,BST,ft_tf_conf_bst_thre_ippg_umshared_rest,test_ft_tf_config_priority_group_shared_rest
Arlo+,daily,BST,ft_tf_show_bst_thre_ippg_umshared_rest,test_ft_tf_config_priority_group_shared_rest
Arlo+,daily,BST,ft_tf_clear_bst_thre_ippg_umshared_rest,test_ft_tf_config_priority_group_shared_rest
Arlo+,daily,BST,ft_tf_conf_bst_thre_eucq_uctheshold_rest,test_ft_tf_config_queue_unicast_rest
Arlo+,daily,BST,ft_tf_show_bst_thre_eucq_uctheshold_rest,test_ft_tf_config_queue_unicast_rest
Arlo+,daily,BST,ft_tf_clcear_bst_thre_eucq_uctheshold_rest,test_ft_tf_config_queue_unicast_rest
Arlo+,daily,BST,ft_tf_conf_bst_thre_emcq_mctheshold_rest,test_ft_tf_config_queue_multicast_rest
Arlo+,daily,BST,ft_tf_show_bst_thre_emcq_mctheshold_rest,test_ft_tf_config_queue_multicast_rest
Arlo+,daily,BST,ft_tf_clear_bst_thre_emcq_mctheshold_rest,test_ft_tf_config_queue_multicast_rest
Arlo+,daily,BST,ft_tf_conf_bst_multi_thre_rest,test_ft_tf_config_multi_threshold_rest
Arlo+,daily,BST,ft_tf_show_bst_multi_thre_rest,test_ft_tf_config_multi_threshold_rest
Arlo+,daily,BST,ft_tf_clear_bst_multi_thre_rest,test_ft_tf_config_multi_threshold_rest
Arlo+,daily,Regression,FtOpSoRtIpv4Fn003,test_l3_v4_route_po_1
Arlo+,daily,Regression,FtOpSoRtIpv6Fn003,test_l3_v6_route_po_1
Arlo+,daily,Regression,FtOtSoRtBgpPlFn038,TestBGPIPvxRouteAdvertisementFilter.test_route_map_in_ipv6
Arlo+,daily,Error Handling - Phase 1,ft_eh_clear_error_database,test_ft_eh_nt_notify
Arlo+,daily,Error Handling - Phase 1,ft_eh_error_creat_delete,test_ft_eh_nt_notify
Arlo+,daily,Error Handling - Phase 1,ft_eh_nt_max_ipv4_neighbor_plus_one,test_ft_eh_nt_notify_table_full
Arlo+,daily,Error Handling - Phase 1,ft_eh_nt_max_ipv6_neighbor_plus_one,test_ft_eh_nt_notify_table_full
Arlo+,daily,Error Handling - Phase 1,ft_eh_nt_noty_not_found,test_ft_eh_nt_notify
Arlo+,daily,Error Handling - Phase 1,ft_eh_nt_noty_parms_check,test_ft_eh_nt_notify
Arlo+,daily,Error Handling - Phase 1,ft_eh_nt_noty_table_full,test_ft_eh_nt_notify_table_full
Arlo+,long,Error Handling - Phase 1,ft_eh_rt_clear_ip_route_not_installed,test_ft_eh_rt_bgp_not_installed
Arlo+,long,Error Handling - Phase 1,ft_eh_rt_ebgp_neig_withdrawn,test_ft_eh_rt_bgp_not_installed
Arlo+,long,Error Handling - Phase 1,ft_eh_rt_ibgp_neig_withdrawn,test_ft_eh_rt_bgp_not_installed
Arlo+,long,Error Handling - Phase 1,ft_eh_rt_max_routes_plus_one,test_ft_eh_rt_ipv4_ipv6_notify_table_full
Arlo+,daily,Error Handling - Phase 1,ft_eh_rt_noty_entry_exist,test_ft_eh_rt_notify
Arlo+,daily,Error Handling - Phase 1,ft_eh_rt_noty_not_found,test_ft_eh_rt_notify
Arlo+,daily,Error Handling - Phase 1,ft_eh_rt_noty_parms_check,test_ft_eh_rt_notify
Arlo+,long,Error Handling - Phase 1,ft_eh_rt_noty_table_full,test_ft_eh_rt_ipv4_ipv6_notify_table_full
Arlo+,long,Error Handling - Phase 1,ft_eh_rt_re_insatll_route,test_ft_eh_rt_bgp_not_installed
Arlo+,long,Error Handling - Phase 1,ft_eh_rt_show_ip_route_not_installed,test_ft_eh_rt_bgp_not_installed
Arlo+,long,Error Handling - Phase 1,ft_eh_rt_show_ipv4_route_sonic,test_ft_eh_rt_bgp_not_installed
Arlo+,long,Error Handling - Phase 1,ft_eh_rt_show_ipv4_route_vtysh,test_ft_eh_rt_bgp_not_installed
Arlo+,long,Error Handling - Phase 1,ft_eh_rt_show_ipv6_route_sonic,test_ft_eh_rt_bgp_not_installed
Arlo+,long,Error Handling - Phase 1,ft_eh_rt_show_ipv6_route_vtysh,test_ft_eh_rt_bgp_not_installed
Arlo+,daily,Error Handling - Phase 1,ft_eh_clear_redis,test_ft_eh_redis_cli
Arlo+,daily,Error Handling - Phase 1,ft_eh_show_redis,test_ft_eh_redis_cli
Arlo+,daily,Error Handling - Phase 1,ft_eh_rt_bgp_plus_static_routes,test_ft_eh_rt_bgp_plus_static_routes
Arlo+,daily,Error Handling - Phase 1,ft_eh_bgp_route_notify,test_ft_eh_bgp_route_notify
Arlo+,daily,Error Handling - Phase 1,ft_eh_cetasonic21955,test_ft_eh_cetasonic21955
Arlo+,daily,PFC,FtOpSoSysPFCFn022,test_ft_pfc_congestion_in_both_duts
Arlo+,daily,PVST,ft_pvst_portpriority,test_ft_pvst_cost_priority
Arlo+,daily,PVST,ft_pvst_portcost_in_single_instance,test_ft_pvst_cost_priority
Arlo+,daily,PVST,ft_pvst_link_add_del,test_ft_pvst_cost_priority
Arlo+,daily,PVST,ft_pvst_lldp,test_ft_pvst_minlink_lldp
Arlo+,daily,PVST,ft_pvst_portchannel_minlink,test_ft_pvst_minlink_lldp
Arlo+,daily,Regression,FtOpSoSyErspanFn018,test_ft_erspan_action_ethertype_dscp_tcp_flags_l4range
Arlo+,long,Regression,FtOpSoSyErspanCm001,test_ft_system_config_mgmt_verifying_config_with_save_reboot
Arlo+,long,Regression,FtOpSoSyErspanCm002,test_ft_system_config_mgmt_verifying_config_with_save_reboot
Arlo+,long,Regression,FtOpSoSyErspanCm003,test_ft_system_config_mgmt_verifying_config_with_save_reboot
Arlo+,daily,Regression,FtOpSoQsCoPPFn002,test_ft_copp_bgp
Arlo+,daily,Regression,FtOpSoQsCoPPFn003,test_ft_copp_lldp
Arlo+,daily,Regression,FtOpSoQsCoPPFn005,test_ft_copp_lacp
Arlo+,daily,Regression,FtOpSoQsCoPPFn006,test_ft_copp_dhcp
Arlo+,daily,PFC,FtOpSoSysPFCWdFn022,test_ft_pfc_wd
Arlo+,long,PFC,FtOpSoSysAsyPFCCmFn001,test_ft_pfc_save_reload
Arlo+,daily,Regression,FtOpSoQsCoPPFn004,test_copp_ndp
Arlo+,daily,Regression,ft_bgp_outbound_routefilter,TestBGPIPvxRouteAdvertisementFilter.test_prefix_list_out_ipv4
Arlo+,daily,Regression,FtOtSoRtBgpPlFn005,TestBGPIPvxRouteAdvertisementFilter.test_static_blackhole_rt_redistribute_with_routemap_ipv6
Arlo+,long,Regression,ft_bgp_v6peer_asn4_cfg_save_reload,test_ft_bgp_save_reboot
Arlo+,long,Regression,ft_bgp_v4peer_asn4_cfg_save_reload,test_ft_bgp_save_reboot
Arlo+,daily,Regression,FtOtSoRtBgp4Fn008,TestBGP_LINEAR_EBGP_IBGP.test_bgp_linear_ebgp_ibgp_route_advanced
Arlo+,daily,Regression,FtOtSoRtBgp4Fn013,TestBGP_LINEAR_EBGP_IBGP.test_bgp_linear_ebgp_ibgp_route_advanced
Arlo+,daily,Regression,FtOtSoRtBgp4Fn029,TestBGP_LINEAR_EBGP_IBGP.test_bgp_linear_ebgp_ibgp_route_advanced
Arlo+,daily,Regression,FtOtSoRtBgp4Fn076,TestBGP_LINEAR_EBGP_IBGP.test_bgp_linear_ebgp_ibgp_route_advanced
Arlo+,daily,PVST,ft_pvst_rootswitch_shut,test_ft_pvst_rootswitch_trigger
Arlo+,daily,PVST,ft_pvst_rootswitch_disable,test_ft_pvst_rootswitch_trigger
Arlo+,long,Regression,FtOpSoSysFRFn004,test_ft_system_verify_traffic_fast_reboot
Arlo+,daily,Regression,FtOpSoQsCoPPFn001,test_ft_copp_arp
Arlo+,daily,Regression,FtOtSoRtArpFn011,test_ft_lag_l3_hash_sip_dip_l4port
Arlo+,daily,Regression,FtOtSoRtBgp4Fn028,TestBGP_LINEAR_EBGP_IBGP.test_bgp_linear_ebgp_ibgp_route_advanced
Arlo+,daily,Regression,FtOtSoRtBgp4Fn043,TestBGP_LINEAR_EBGP_IBGP.test_bgp_linear_ebgp_ibgp_route_advanced
Arlo+,daily,Regression,FtOtSoRtBgp4Fn074,TestBGP_LINEAR_EBGP_IBGP.test_bgp_linear_ebgp_ibgp_route_advanced
Arlo+,daily,Regression,FtOtSoRtBgp4Fn061,TestBGPRif.test_bgp_route_aggregation_4byteASN
Arlo+,long,PVST,ft_pvst_save_reload,test_ft_pvst_save_reload
Arlo+,long,PVST,ft_pvst_stress_bridge_priority,test_ft_pvst_stress_bridge_priority
Arlo+,long,PVST,ft_pvst_stress_lag_shut_noshut,test_ft_pvst_stress_lag_shut_noshut
Arlo+,long,PVST,ft_pvst_stress_shut_noshut,test_ft_pvst_stress_shut_noshut
Arlo+,long,PVST,ft_pvst_stress_stp_disable_enable,test_ft_pvst_stress_stp_disable_enable
Arlo+,daily,PVST,ft_pvst_rootswitch_noswitchport,test_ft_pvst_rootswitch_trigger
Arlo+,long,Regression,FtOpSoRtStRtFn014,test_ft_arp_static_route_config_mgmt_verifying_config_with_save_reboot
Arlo+,long,Regression,ft_test_arp_after_fast_reboot,test_ft_arp_static_route_config_mgmt_verifying_config_with_save_fast_reboot
Arlo+,long,Regression,FtOpSoRtStRtFn015,test_ft_arp_static_route_config_mgmt_verifying_config_with_save_fast_reboot
Arlo+,daily,PVST,ft_pvst_tc_single_instance_fdb_flush,test_ft_pvst_cost_priority
Arlo+,daily,Regression,FtOtSoRtBgpPlFn029,TestBGP_LINEAR_EBGP_IBGP.test_bgp_linear_ebgp_ibgp_route_advanced
Arlo+,daily,Regression,FtOtSoRtBgpPlFn013,TestBGP_LINEAR_EBGP_IBGP.test_bgp_linear_ebgp_ibgp_route_advanced
Arlo+,daily,VRRP,FtOpSoRoVrrpFn003,test_vrrp_func_001
Arlo+,daily,VRRP,FtOpSoRoVrrpFn004,test_vrrp_func_001
Arlo+,daily,VRRP,FtOpSoRoVrrpFn005,test_vrrp_func_001
Arlo+,daily,VRRP,FtOpSoRoVrrpFn007,test_vrrp_func_001
Arlo+,daily,VRRP,FtOpSoRoVrrpFn008,test_vrrp_func_001
Arlo+,daily,VRRP,FtOpSoRoVrrpFn010,test_vrrp_func_002
Arlo+,daily,VRRP,FtOpSoRoVrrpFn011,test_vrrp_func_002
Arlo+,daily,VRRP,FtOpSoRoVrrpCli001,test_vrrp_func_002
Arlo+,daily,VRRP,FtOpSoRoVrrpFn001,test_vrrp_func_003
Arlo+,daily,VRRP,FtOpSoRoVrrpFn002,test_vrrp_func_003
Arlo+,daily,VRRP,FtOpSoRoVrrpFn006,test_vrrp_func_003
Arlo+,daily,VRRP,FtOpSoRoVrrpFn009,test_vrrp_func_003
Arlo+,daily,VRRP,FtOpSoRoVrrpFn013,test_vrrp_func_004
Arlo+,daily,VRRP,FtOpSoRoVrrpFn015,test_vrrp_func_004
Arlo+,daily,VRRP,FtOpSoRoVrrpFn016,test_vrrp_func_005
Arlo+,daily,VRRP,FtOpSoRoVrrpFn017,test_vrrp_func_005
Arlo+,daily,VRRP,FtOpSoRoVrrpFn014,test_vrrp_func_006
Arlo+,daily,VRRP,FtOpSoRoVrrpFn012,test_vrrp_func_007
Arlo+,daily,VRRP,FtOpSoRoVrrpFn018,test_vrrp_func_008
Arlo+,daily,VRRP,FtOpSoRoVrrpCli002,test_vrrp_func_008
Arlo+,long,VRRP,FtOpSoRoVrrpIt001,test_vrrp_scale_001
Arlo+,long,VRRP,FtOpSoRoVrrpIt002,test_vrrp_scale_001
Arlo+,long,VRRP,FtOpSoRoVrrpNe001,test_vrrp_scale_001
Arlo+,long,VRRP,FtOpSoRoVrrpNe002,test_vrrp_scale_001
Arlo+,long,VRRP,FtOpSoRoVrrpNe003,test_vrrp_scale_001
Arlo+,long,PVST,ft_pvst_rootswitch_reload,test_ft_pvst_save_reload
Arlo+,long,PVST,ft_pvst_max_vlan_plusone,test_ft_pvst_max_vlan_instances
Arlo+,long,PVST,ft_pvst_max_vlan_instances,test_ft_pvst_max_vlan_instances
Arlo+,daily,Regression,FtOtSoRtEcmpFn008,test_max_v6_route_with_max_paths
Arlo+,daily,Regression,FtOtSoRtEcmpFn009,test_max_v4_route_with_max_paths
Arlo+,daily,Regression,FtOtSoRtBgpPlFn019,TestBGP_LINEAR_EBGP.test_bgp_sp_three_node_linear_ebgp_med_rmap
Arlo+,daily,Regression,FtOtSoRtBgpPlFn022,TestBGP_STAR_IBGP.test_bgp_sp_star_ibgp_route_reflector_ipv46
Arlo+,daily,Regression,FtOtSoRtBgp4Fn010,TestBGP_LINEAR_EBGP.test_bgp_sp_three_node_linear_ebgp_med_rmap
Arlo+,daily,Regression,FtOtSoRtBgp4Fn047,TestBGP_LINEAR_IBGP.test_bgp_sp_four_node_bgp_cluster_route
Arlo+,daily,Regression,FtOtSoRtBgp4Fn048,TestBGP_STAR_IBGP.test_bgp_sp_star_ibgp_route_reflector_bgp_sess_flap
Arlo+,daily,Regression,FtOtSoRtBgp4Fn082,TestBGP_STAR_IBGP.test_bgp_sp_star_ibgp_route_reflector_ipv46
Arlo+,daily,Regression,FtOtSoRtBgp4Fn083,TestBGP_STAR_IBGP.test_bgp_sp_star_ibgp_route_reflector_bgp_clear
Arlo+,daily,PFC,ft_pfc_asym_10g_rcvd_pause_all,test_ft_pfc_asym
Arlo+,daily,NAT,FtOpSoRoNatFi003,test_ft_dynamic_nat_napt_multi_pool
Arlo+,daily,NAT,FtOpSoRoNatFi007,test_ft_dynamic_napt_traceroute
Arlo+,daily,NAT,ft_dynamic_napt_acl_bind_remove_reapply,test_ft_dynamic_napt_acl_bind_remove_reapply
Arlo+,daily,NAT,ft_dynamic_napt_acl_modifiy,test_ft_dynamic_napt_acl_modifiy
Arlo+,daily,NAT,ft_dynamic_napt_before_routing_int_config,test_ft_dynamic_napt_vlan_udp
Arlo+,daily,NAT,ft_dynamic_napt_docker_restart,test_ft_nat_docker_restart
Arlo+,daily,NAT,ft_dynamic_napt_nh_resolve,test_ft_dynamic_napt_nh_resolve
Arlo+,daily,NAT,ft_dynamic_napt_udp_timeout,test_ft_dynamic_napt_without_acl_bind_udp
Arlo+,daily,NAT,ft_dynamic_napt_with_acl_bind_udp,test_ft_dynamic_napt_vlan_udp
Arlo+,daily,NAT,ft_dynamic_napt_without_acl_bind_udp,test_ft_dynamic_napt_without_acl_bind_udp
Arlo+,daily,NAT,ft_dynamic_nat,test_ft_dynamic_nat
Arlo+,daily,NAT,ft_dynamic_nat_ip_addr_pool_change,test_ft_dynamic_nat_ip_addr_change
Arlo+,daily,NAT,ft_dynamic_nat_napt_multi_pool,test_ft_dynamic_nat_napt_multi_pool
Arlo+,daily,NAT,ft_dynamic_to_static_napt_convert,test_ft_dynamic_napt_vlan_udp
Arlo+,daily,NAT,ft_dynamic_twicenat_napt,test_ft_dynamic_twicenat_napt
Arlo+,daily,NAT,ft_static_napt,test_ft_static_napt
Arlo+,daily,NAT,ft_static_napt_docker_restart,test_ft_nat_docker_restart
Arlo+,daily,NAT,ft_static_napt_entry_remove_reapply,test_ft_static_napt_entry_remove_reapply
Arlo+,daily,NAT,ft_static_napt_same_zone,test_ft_static_napt_same_zone
Arlo+,daily,NAT,ft_static_napt_snat,test_ft_static_napt_snat
Arlo+,daily,NAT,ft_static_nat,test_ft_static_nat
Arlo+,daily,NAT,ft_static_nat_docker_restart,test_ft_nat_docker_restart
Arlo+,daily,NAT,ft_static_nat_napt_before_routing_int_config,test_ft_static_napt_vlan
Arlo+,daily,NAT,ft_static_nat_snat,test_ft_static_nat_snat
Arlo+,daily,NAT,ft_static_twicenat,test_ft_static_twicenat
Arlo+,daily,NAT,ft_dynamic_pool_delete,test_ft_dynamic_napt_without_acl_bind_udp
Arlo+,daily,NAT,FtOpSoRoNatPe001,test_ft_dynamic_nat_scale
Arlo+,daily,NAT,FtOpSoRoNatPe002,test_ft_dynamic_nat_scale
Arlo+,daily,NAT,FtOpSoRoNatSc002,test_ft_dynamic_nat_scale
Arlo+,daily,NAT,FtOpSoRoNatSe003,test_ft_static_napt
Arlo+,daily,NAT,FtOpSoRoNatSe006,test_ft_dynamic_napt_vlan_udp
Arlo+,daily,NAT,FtOpSoRoNatFi008,test_ft_nat_ping
Arlo+,long,NAT,ft_dynamic_napt_save_reboot,test_ft_nat_save_reboot
Arlo+,long,NAT,ft_dynamic_napt_save_reload,test_ft_nat_config_reload
Arlo+,long,NAT,ft_dynamic_napt_tcp_timeout,test_ft_dynamic_nat_timeout
Arlo+,daily,Regression,FtOpSoSySnFn014,test_ft_snmp_ipcidr_route_table
Arlo+,daily,PVST,ft_pvst_int_cost_fdb_flush,test_ft_pvst_cost_priority
Arlo+,daily,PVST,ft_pvst_timers,test_ft_pvst_timers
Arlo+,daily,PVST,ft_pvst_uplinkfast_fdb,test_ft_pvst_cost_priority
Arlo+,daily,PVST,ft_pvst_debug_commands,test_ft_pvst_timers
Arlo+,daily,Regression,ft_bgp_v4peer_confed_route_maps,TestBGPRif.test_ft_bgp_ebgp_confed
Arlo+,daily,Regression,FtOtSoRtBgpPlFn002,TestBGPIPvxRouteAdvertisementFilter.test_route_aggregate_ipv6
Arlo+,daily,Regression,FtOtSoRtBgpPlFn023,TestBGP_LINEAR_IBGP.test_bgp_sp_four_node_bgp_cluster_route
Arlo+,daily,BST,ft_tf_get_bst_thresholds_rest_data_validation,test_ft_tf_config_queue_unicast_rest
Arlo+,long,PFC,ft_pfc_sym_10g_with_cold_boot,test_ft_pfc_sym_cold_boot
Arlo+,long,PFC,ft_pfc_asym_10g_with_cold_boot,test_ft_pfc_asym_cold_boot
Arlo+,daily,Regression,ft_bgp_confedv6_config_adv,TestBGPConfed.test_ipv6_confed_route_distribution
Arlo+,daily,Regression,ft_bgp_confedv6_route_maps_filter,TestBGPConfed.test_confed_route_distribution_with_rmap
Arlo+,daily,Regression,ft_bgp_confedv6_route_reflector,TestBGPConfed.test_ipv6_confed_with_rr
Arlo+,daily,Regression,FtOtSoRtBgpPlFn001,TestBGPRif.test_ft_bgp_ipv6_route_aggregation_with_as_set
Arlo+,daily,Regression,FtOtSoRtBgpPlFn028,TestBGPIPvxRouteAdvertisementFilter.test_bgp_ebgp6_traffic
Arlo+,daily,Regression,FtOtSoRtBgp4Fn057,test_ft_bgp_ebgp_multihop_4byteASN
Arlo+,daily,Regression,FtOtSoRtBgpPlFn025,TestBGPRrTraffic.test_ft_bgp6_rr_traffic_check
Arlo+,daily,BST,ft_tf_verification_of_sample_rest_call_on_build_used,test_ft_tf_verification_of_sample_rest_call_on_build_used
Arlo+,prinet,QOS,StSoQosConf011,test_StSoQosConf011
Arlo+,prinet,QOS,StSoQosConf012,test_StSoQosConf012
Arlo+,prinet,QOS,StSoQoSVer004,test_StSoQoSVer004
Arlo+,prinet,QOS,StSoQoSVer008,test_StSoQoSVer008
Arlo+,prinet,QOS,StSoQoSVer007,test_StSoQoSVer007
Arlo+,prinet,QOS,StSoQoSVer001,test_StSoQoSVer001
Arlo+,prinet,QOS,StSoQoSVer003,test_StSoQoSVer003
Buzznik,st,System Test,systb/test_system_test_arlo_method2.py
Arlo+,daily,IPv6 Link local,FtOtSoRtIpv6LlFn001,test_ft_ipv6_link_local_auto_generate
Arlo+,daily,IPv6 Link local,FtOtSoRtIpv6LlFn002,test_ft_ipv6_link_local_auto_generate
Arlo+,daily,IPv6 Link local,FtOtSoRtIpv6LlFn003,test_ft_ipv6_link_local_auto_generate
Arlo+,daily,IPv6 Link local,FtOtSoRtIpv6LlFn005,test_ft_ipv6_link_local_ndp
Arlo+,daily,IPv6 Link local,FtOtSoRtIpv6LlFn004,test_ft_ipv6_link_local_ping
Arlo+,daily,IPv6 Link local,FtOtSoRtIpv6LlFn011,test_ft_ipv6_link_local_manual
Arlo+,daily,IPv6 Link local,FtOtSoRtIpv6LlFn010,test_ft_ipv6_link_local_ip6_disable
Arlo+,daily,IPv6 Link local,FtOtSoRtIpv6LlFn006,test_ft_ipv6_link_local_static_rt_ecmp
Arlo+,daily,IPv6 Link local,FtOtSoRtIpv6LlFn007,test_ft_ipv6_link_local_static_rt_ecmp
Arlo+,daily,IPv6 Link local,FtOtSoRtIpv6LlFn008,test_ft_ipv6_link_local_vrf
Arlo+,daily,IPv6 Link local,FtOtSoRtIpv6LlFn009,test_ft_ipv6_link_local_vrf
Arlo+,daily,IPv6 Link local,FtOtSoRtIpv6LlFn012,test_ft_ipv6_link_local_nh_change
Arlo+,daily,IPv6 Link local,FtOtSoRtIpv6LlCli001,test_ft_ipv6_link_local_ip6_disable
Arlo+,daily,BGP Unnumbered,FtOtSoRtBgpUnFn001,test_ft_bgp_unnumbered_peer_basic
Arlo+,daily,BGP Unnumbered,FtOtSoRtBgpUnFn006,test_ft_bgp_unnumbered_bfd
Arlo+,daily,BGP Unnumbered,FtOtSoRtBgpUnFn007,test_ft_bgp_unnumbered_clear_bgp_ndp
Arlo+,daily,BGP Unnumbered,FtOtSoRtBgpUnFn004,test_ft_bgp_unnumbered_clear_bgp_ndp
Arlo+,daily,BGP Unnumbered,FtOtSoRtBgpUnFn005,test_ft_bgp_unnumbered_clear_bgp_ndp
Arlo+,daily,BGP Unnumbered,FtOtSoRtBgpUnFn003,test_ft_bgp_unnumbered_pc_mem_add_rem
Arlo+,daily,BGP Unnumbered,FtOtSoRtBgpUnFn008,test_ft_bgp_unnumbered_pc_mem_add_rem
Arlo+,daily,BGP Unnumbered,FtOtSoRtBgpUnFn002,test_ft_bgp_unnumbered_peer_basic
Arlo+,daily,SONiC Branding,FtOpSoSysBsFn021,test_ft_version_branding
Arlo+,daily,SONiC Branding,FtOpSoSysBsFn022,test_ft_version_branding
Arlo+,daily,SONiC Branding,FtOpSoSysBsFn024,test_ft_version_branding
Arlo+,daily,BGP Unnumbered,FtOtSoRtBgpUnFn019,test_ft_bgp_unnumbered_peer_basic
Arlo+,daily,BGP Unnumbered,FtOtSoRtBgpUnFn018,test_ft_bgp_unnumbered_peer_basic
Arlo+,daily,BGP Unnumbered,FtOtSoRtBgpUnFn012,test_ft_bgp_unnumbered_rr
Arlo+,daily,BGP Unnumbered,FtOtSoRtBgpUnFn010,test_ft_bgp_unnumbered_rmap
Arlo+,daily,BGP Unnumbered,FtOtSoRtBgpUnFn011,test_ft_bgp_unnumbered_rr
Arlo+,daily,BGP Unnumbered,FtOtSoRtBgpUnFn016,test_ft_bgp_unnumbered_rmap
Arlo+,daily,BGP Unnumbered,FtOtSoRtBgpUnFn013,test_ft_bgp_unnumbered_manual_ll
Arlo+,daily,BGP Unnumbered,FtOtSoRtBgpUnFn014,test_ft_bgp_unnumbered_manual_ll
Arlo+,daily,BGP Unnumbered,FtOtSoRtBgpUnFn015,test_ft_bgp_unnumbered_manual_ll
Arlo+,daily,BGP Unnumbered,FtOtSoRtBgpUnFn017,test_ft_bgp_unnumbered_nondefault_vrf
Arlo+,daily,BGP Unnumbered,FtOtSoRtBgpUnFn020,test_ft_bgp_unnumbered_nondefault_vrf
Arlo+,daily,BGP Unnumbered,FtOtSoRtBgpUnFn021,test_ft_bgp_unnumbered_traffic
Buzznik,warmboot,warmboot,ft_max_vlan_save_reload,test_ft_vlan_save_config_warm_and_fast_reboot
Buzznik,warmboot,warmboot,FtOpSoSysFRFn005,test_ft_vlan_save_config_warm_and_fast_reboot
Buzznik,warmboot,warmboot,ft_reboot_fdb_fast_reboot,test_ft_vlan_save_config_warm_and_fast_reboot
Arlo+,warmboot,warmboot,l3_ipv4_fwding_warm_reboot,test_ft_erspan_warm_reboot
Arlo+,warmboot,warmboot,mirror_action_config_warm_reboot,test_ft_erspan_warm_reboot
Arlo+,warmboot,warmboot,FtOpSoRtStRtFn016,test_ft_arp_static_route_config_mgmt_verifying_config_with_warm_reboot
Arlo+,warmboot,warmboot,FtOpSoSysFRFn007,test_bgp_v4_warm_reboot
Arlo+,warmboot,warmboot,FtOpSoSysFRFn008,test_bgp_v6_warm_boot
Arlo+,warmboot,warmboot,ft_pfc_asym_with_warm_boot,test_ft_pfc_asym_warm_boot
Arlo+,warmboot,warmboot,ft_pfc_sym_with_warm_boot,test_ft_pfc_sym_warm_boot
Arlo+,warmboot,warmboot,FtOpSoSysPFCWdFn024,test_ft_pfc_wd
Arlo+,warmboot,warmboot,FtOtSoRtIpv6LlWb001,test_ft_ipv6_link_local_warm_boot
Arlo+,warmboot,warmboot,FtOtSoRtBgpUnFn009,test_ft_bgp_unnumbered_warmboot
Arlo+,daily,DHCP Relay,RtDhReL3Fn010,test_dhcp_relay_shut_noshut
Arlo+,daily,DHCP Relay,RtDhReL3Fn004,test_dhcp_relay_multi_vlan_multi_server
Arlo+,daily,DHCP Relay,RtDhReL3Fn005,test_dhcp_relay_multi_vlan_single_server
Arlo+,daily,DHCP Relay,RtDhReL3Fn003,test_dhcp_relay_invalid_server_ip
Arlo+,daily,DHCP Relay,RtDhReL3Fn011,test_dhcp_relay_ip_address_config_remove_add
Arlo+,daily,DHCP Relay,RtDhReL3Fn014,test_dhcp_relay_statistics
Arlo+,daily,DHCP Relay,RtDhReL3Fn009,test_dhcp_relay_lease_time_renew
Arlo+,daily,DHCP Relay,RtDhReL3Fn008,test_dhcp_relay_config
Arlo+,private,ZTP,ft_ztp_functionality_2,test_ft_ztp_config_section_check_with_inband_and_option_67
Arlo+,private,ZTP,ft_ztp_functionality_75,test_ft_ztp_config_section_check_with_inband_and_option_67
Arlo+,private,ZTP,ft_ztp_behv_invalid_config_sections,test_ft_ztp_behv_invalid_json_and_config_sections
Arlo+,private,ZTP,ft_ztp_behv_invalid_json,test_ft_ztp_behv_invalid_json_and_config_sections
Arlo+,private,ZTP,ft_ztp_json_EoL,test_ft_ztp_behv_invalid_json_and_config_sections
Arlo+,private,ZTP,ft_ztp_json_values_with_without_quotes,test_ft_ztp_behv_invalid_json_and_config_sections
Arlo+,private,ZTP,ft_ztp_validate_ztp_cfg_file_existance_with_status,test_ft_ztp_validate_cfg_file_with_incorrect_data
Arlo+,private,ZTP,ft_ztp_option_239,test_ft_ztp_option_239
Arlo+,private,ZTP,ft_ztp_restart_no_config,test_ft_ztp_restart_no_config
Arlo+,private,ZTP,ft_ztp_state_check_before_after_reboot,test_ft_ztp_restart_no_config
Arlo+,private,ZTP,ft_ztp_confdbjson_plugin_conf_apply,test_ft_ztp_config_section_check_with_option_67
Arlo+,private,ZTP,ft_ztp_func_dhcp_option_67,test_ft_ztp_config_section_check_with_option_67
Arlo+,private,ZTP,ft_ztp_functionality_11,test_ft_ztp_config_section_check_with_option_67
Arlo+,private,ZTP,ft_ztp_functionality_64,test_ft_ztp_config_section_check_with_option_67
Arlo+,private,ZTP,ft_ztp_functionality_66,test_ft_ztp_config_section_check_with_option_67
Arlo+,private,ZTP,ft_ztp_functionality_7,test_ft_ztp_config_section_check_with_option_67
